class,normalization,logarithm,differences,algorithm,hyper_parameters,precision,recall,f1_score,method,variance_threshold,accuracy
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",0.99647,1.0,0.99823,principal_components,0.25,0.99649
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",1.0,0.6,0.75,principal_components,0.25,0.99649
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",0.99647,1.0,0.99823,principal_components,0.25,0.99649
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",1.0,0.6,0.75,principal_components,0.25,0.99649
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",1.0,0.8,0.88889,principal_components,0.25,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 200, 'n_jobs': -1}",0.99823,1.0,0.99912,principal_components,0.25,0.99825
